property,plan,roomType,beds,baths,sqFt,minPrice,maxPrice,availability,url,imagePath,pros,cons,dataWarning
The Block (various locations),Leon: 1 Bed - 1 Bath E Premium w/Loft,1 Bed / 1 Bath,1,1.0,712,1619,1619,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/b1c5de31-715f-42f0-afd1-f8df0e509b60/671-Leon-1-bed-1-bath-E-Premium-w-Loft-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath A Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,880,379,379,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/70b5ad0e-a49a-4f2d-a5ad-920e966a0a1d/671-Leon-2-bed-2-bath-A-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath A Shared Bedroom,2 Bed / 2 Bath,2,2.0,878,369,369,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/52e38392-663a-4d5b-ad43-a3c95f2b5748/671-leon-2-bed-2-bath-a-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath B Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,886,899,939,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/7e27bc39-14ab-4ceb-8ea5-89268a8cb1e4/671-Leon-2-bed-2-bath-B-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath C Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,902,904,944,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4efcf56c-0790-41f8-ad20-b9531c48bf39/671-Leon-2-bed-2-bath-C-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath C Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,902,399,399,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4efcf56c-0790-41f8-ad20-b9531c48bf39/671-Leon-2-bed-2-bath-C-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath D Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,956,929,969,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/0263e88a-3f24-4756-aa1d-8cb60577ee43/671-Leon-2-bed-2-bath-D-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath D Shared Bedroom,2 Bed / 2 Bath,2,2.0,916,369,369,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/52aa7991-6641-4d83-8e97-09c07d7b20af/671-Leon-2-Bed-2-Bath-D-Shared-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath E Premium w/Loft Shared Bedroom,2 Bed / 2 Bath,2,2.0,,474,474,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c423bb47-0686-4ef0-b460-eec85a8ba293/671-Leon-2-bed-2-bath-E-Premium-w-Loft-Shared-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath F Premium w/Loft Private Bedroom,2 Bed / 2 Bath,2,2.0,1004,1064,1064,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4bef59c0-cf88-4c6b-9e48-f204972f1265/671-Leon-2-bed-2-bath-F-Premium-w-Loft-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath F Premium w/Loft Shared Bedroom,2 Bed / 2 Bath,2,2.0,,439,439,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/265a1862-a133-427a-beb3-6bdb21f555dd/671-leon-2-bed-2-bath-f-premium-w-loft-private-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath G Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,1056,924,964,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/41d57533-1f28-4234-99d2-ca72ef567b6b/671-Leon-2-bed-2-bath-G-Premium-Private-01.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),Leon: 2 Bed - 2 Bath G Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1056,439,439,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/91a41e19-8257-4778-a394-d80d03e1da3a/671-Leon-2-bed-2-bath-G-Premium-Shared-01_1.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Leon: 2 Bed - 2 Bath H Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1069,439,439,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/cfc9ed82-54a4-4ae5-8d4b-bf7a662618e2/671-Leon-2-Bed-2-Bath-H-Premium-Shared-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),Leon: 2 Bed - 2 Bath I Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1070,439,439,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/27233257-e1ad-4c07-9352-60fc422fe800/671-Leon-2-bed-2-bath-I-Premium-Shared-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),Leon: 2 Bed - 2 Bath J Premium w/Loft,2 Bed / 2 Bath,2,2.0,1084,1104,1104,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/d95d3067-c755-4a0f-875c-8169d766c7f6/671-Leon-2-bed-2-bath-J-Premium-w-Loft-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath K Premium w/Loft Private Bedroom,2 Bed / 2 Bath,2,2.0,1180,1039,1039,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/5b05dbd6-a736-4861-a744-0dd8a631a140/671-Leon-2-bed-2-bath-K-Premium-w-Loft-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath L Premium w/Loft Private Bedroom,2 Bed / 2 Bath,2,2.0,1204,1059,1099,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/550ab7fc-5f48-48dc-a1d4-067fd707d697/671-Leon-2-bed-2-bath-L-Premium-w-Loft-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath M Premium w/Loft,2 Bed / 2 Bath,2,2.0,1003,1019,1019,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/6bf3bd26-d277-4d6b-9a06-464d173de7c9/671-Leon-2-Bed-2-Bath-M-Premium-w-Loft-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 2 Bed - 2 Bath N Premium,2 Bed / 2 Bath,2,2.0,1290,939,939,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c6cca6bc-c2ff-4970-8fd5-249a0406543d/671-Leon-2-bed-2-bath-N-Premium-01_1?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 4 Bed - 2 Bath A Premium,4 Bed / 2 Bath,4,2.0,,874,874,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/9aaa858d-db2a-4492-b0c9-837c0e3ab5d5/671-Leon-4-bed-2-bath-A-Premium-01.png?width=660&height=446&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),Leon: 4 Bed - 2 Bath A Premium w/ Loft Private Bedroom,4 Bed / 2 Bath,4,2.0,,1054,1054,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/682abf15-6eee-4668-b31d-c39068e03926/671-leon-4-bed-2-bath-a-premium-w-loft-01_1.png?width=660&height=446&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),Leon: 4 Bed - 2 Bath B Premium,4 Bed / 2 Bath,4,2.0,1548,874,874,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/7cde86b7-27b0-40fb-b5bf-14a94f330f1c/671-Leon-4-Bed-2-Bath-B-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),Leon: 4 Bed - 4 Bath Premium,4 Bed / 4 Bath,4,4.0,1456,959,1039,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/07557c46-8f63-442b-b332-30405085b059/671-Leon-4-Bed-4-Bath-Premium-ORIGNAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),Pearl N: 1 Bed - 1 Bath A Premium Private Bedroom,1 Bed / 1 Bath,1,1.0,521,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c36253e4-3eb7-4287-a681-bc6da785dc6f/671-Pearl-N-1-bed-1-bath-A-Premium-Private-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 1 Bed - 1 Bath A Premium SMART,1 Bed / 1 Bath,1,1.0,521,1447,1447,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/08c56976-cb2a-446a-8987-30a09c2f2db4/671-Pearl-N-1-bed-1-bath-A-Premium-Private-01_1?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 1 Bed - 1 Bath B Premium w/Loft,1 Bed / 1 Bath,1,1.0,,1774,1774,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/9dc289d6-9ece-4f58-80ea-7d0a722cf67f/671-pearl-n-1-bed-1-bath-b-premium-w-loft-shared-loft-01_2.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished","Premium pricing tier, Waitlist status (limited immediate spots)",
The Block (various locations),Pearl N: 2 Bed - 2 Bath A Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,886,1039,1079,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/db5746e2-df1a-493c-89d3-53f046d8a5e7/671-Pearl-N-2-bed-2-bath-A-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Pearl N: 2 Bed - 2 Bath B Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,902,539,539,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/8f5a356b-a9d9-4c9e-b133-ca27d638e86a/671-Pearl-N-2-Bed-2-Bath-B-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),Pearl N: 2 Bed - 2 Bath B Shared Bedroom,2 Bed / 2 Bath,2,2.0,914,529,529,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/013e1f8d-cc43-4f90-b221-5ea7c1ee2285/671-Pearl-N-2-Bed-2-Bath-B-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Pearl N: 2 Bed - 2 Bath C Premium w/Loft,2 Bed / 2 Bath,2,2.0,1012,1199,1199,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/aa25dd92-3738-4c39-8e5c-450ac42fc5ee/671-Pearl-N-2-Bed-2-Bath-C-Premium-w-Loft-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 2 Bed - 2 Bath D Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,1062,1169,1239,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/7d41f413-cc7b-45a0-a7c6-7dce93f068b8/671-Pearl-N-2-bed-2-bath-D-Premium-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 2 Bed - 2 Bath E Premium w/Loft,2 Bed / 2 Bath,2,2.0,1240,1264,1264,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/456d4f0a-2597-4608-b87d-81e53b2fd5b4/671-Pearl-N-2-bed-2-bath-E-Premium-w-Loft-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 3 Bed - 3 Bath A Premium Private Bedroom,3 Bed / 3 Bath,3,3.0,1236,1204,1284,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/5f8f707d-593c-4d46-b862-7cef82a941de/671-Pearl-N-3-bed-3-bath-A-Premium-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Pearl N: 3 Bed - 3 Bath B Premium,3 Bed / 3 Bath,3,3.0,1317,1254,1264,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c36ae76c-3121-4983-aabc-991a80690e92/671-Pearl-N-3-bed-3-bath-B-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl N: 4 Bed - 2 Bath Premium,4 Bed / 2 Bath,4,2.0,1488,1049,1089,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/a7f136ee-f4f7-49cb-b7a4-4a4206f05019/671-Pearl-N-4-bed-2-bath-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),Pearl N: 4 Bed - 4 Bath Premium w/Loft,4 Bed / 4 Bath,4,4.0,1584,1429,1439,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/d6b4f3d2-fc96-493f-afad-8bfbcc0640d1/671-Pearl-N-4-bed-4-bath-Premium-w-Loft-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 1 Bed - 1 Bath A,1 Bed / 1 Bath,1,1.0,,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4a2919d1-72cf-4772-95db-d8409f691997/671-pearl-s-1-bed-1-bath-a-shared-01_1.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 1 Bed - 1 Bath A Premium Private Bedroom,1 Bed / 1 Bath,1,1.0,521,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/bebbb183-0803-4d11-b18e-eab8e0328ee7/671-Pearl-S-1-Bed-1-Bath-A-Premium-Private-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 1 Bed - 1 Bath A Premium Shared Bedroom,1 Bed / 1 Bath,1,1.0,,729,729,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/139144f7-12bf-4e0f-b8c1-6fb5e869d17f/671-pearl-s-1-bed-1-bath-a-premium-private-01_1.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Pearl S: 1 Bed - 1 Bath B Premium,1 Bed / 1 Bath,1,1.0,,1554,1554,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4c138560-9172-448f-b2ab-f90563693514/671-pearl-s-1-bed-1-bath-b-premium-shared-01_1.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 2 Bed - 2 Bath A Premium,2 Bed / 2 Bath,2,2.0,854,1119,1159,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/f79e517a-a261-45f6-b994-fb664a7b066f/671-Pearl-S-2-Bed-2-Bath-A-Premium-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Pearl S: 2 Bed - 2 Bath B Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,902,1149,1149,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/85725101-5e9c-4f74-b30c-49059b3fc80a/671-Pearl-S-2-Bed-2-Bath-B-Premium-Private-01_3.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 2 Bed - 2 Bath B Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,,539,539,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/3b686c8c-7a13-4899-96cf-cdca88a5562f/671-Pearl-S-2-Bed-2-Bath-B-Premium-Shared-Furnished.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),Pearl S: 2 Bed - 2 Bath B Shared Bedroom,2 Bed / 2 Bath,2,2.0,,539,539,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/b8cf08f0-7f02-440f-adb0-75959ed0f37b/671-pearl-s-2-bed-2-bath-b-shared-furnished-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),Pearl S: 2 Bed - 2 Bath C Premium w/Loft Shared Bedroom,2 Bed / 2 Bath,2,2.0,1010,619,619,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/efe21323-9a77-4404-9cea-bed157df1a1a/671-Pearl-S-2-Bed-2-Bath-C-Premium-with-Loft-Shared-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Pearl S: 2 Bed - 2 Bath D Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,1064,1189,1259,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/42b9c11c-8ffb-4c0d-9979-59d22f71f84e/671-Pearl-S-2-Bed-2-Bath-D-Premium-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 2 Bed - 2 Bath D Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1064,554,584,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/33a3ccd9-9194-4ea1-b45e-2efdbe73e856/671-Pearl-S-2-Bed-2-Bath-D-Premium-Shared-ORIGINAL-01_1.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),Pearl S: 2 Bed - 2 Bath E Premium w/Loft,2 Bed / 2 Bath,2,2.0,1240,604,604,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/898271b2-eb63-41b3-8f39-d7f1114b5280/671-Pearl-S-2-Bed-2-Bath-E-Premium-with-Loft-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)",Waitlist status (limited immediate spots),
The Block (various locations),Pearl S: 3 Bed - 3 Bath A Premium Private Bedroom,3 Bed / 3 Bath,3,3.0,1236,1204,1284,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/6e316fae-6280-46c3-afde-9b31bed37dfc/671-Pearl-S-3-Bed-3-Bath-A-Premium-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Pearl S: 3 Bed - 3 Bath B Premium,3 Bed / 3 Bath,3,3.0,1314,1244,1284,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c08cac37-db97-4a90-8431-7be8831db1e6/671-Pearl-S-3-Bed-3-Bath-B-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Pearl S: 4 Bed - 2 Bath Premium,4 Bed / 2 Bath,4,2.0,1488,1049,1089,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/7a0a93ef-4ab9-442d-a35a-644f40b3cd13/671-Pearl-S-4-Bed-2-Bath-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),Pearl S: 4 Bed - 4 Bath Premium,4 Bed / 4 Bath,4,4.0,1448,1324,1334,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/873ecd03-43e8-4edb-afd7-b57f86fedcac/671-Pearl-S-4-Bed-4-Bath-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Rio: 1 Bed - 1 Bath A Premium,1 Bed / 1 Bath,1,1.0,505,1474,1474,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/ea830dbc-0506-4b4d-9dbc-195c94c472b5/671-Rio-1-Bed-1-Bath-A-Premium-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Rio: 1 Bed - 1 Bath A Premium SMART,1 Bed / 1 Bath,1,1.0,505,838,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/ea830dbc-0506-4b4d-9dbc-195c94c472b5/671-Rio-1-Bed-1-Bath-A-Premium-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished, Budget-friendly rent (under $1,000/mo), Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),Rio: 1 Bed - 1 Bath B,1 Bed / 1 Bath,1,1.0,621,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/a7a38d71-ea86-455d-9d60-9fa94f567755/671-Rio-1-Bed-1-Bath-B-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Rio: 1 Bed - 1 Bath B SMART,1 Bed / 1 Bath,1,1.0,621,1447,1447,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c8d89e00-57a7-423d-9fb2-7952cba3249f/671-Rio-1-Bed-1-Bath-B-01_1.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate",Waitlist status (limited immediate spots),
The Block (various locations),Rio: 2 Bed - 2 Bath A Premium,2 Bed / 2 Bath,2,2.0,842,919,939,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4fb8cd94-17ae-4bae-9ecd-c72b5fb98d8d/671-Rio-2-Bed-2-Bath-A-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),Rio: 2 Bed - 2 Bath B Premium,2 Bed / 2 Bath,2,2.0,1000,889,949,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/f8e0a749-ad7f-4786-9c4a-9dd058b5f440/671-Rio-2-Bed-2-Bath-B-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),Rio: 2 Bed - 2 Bath B Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1000,439,439,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/46444f40-bec6-499f-ae5a-45247b50e96f/671-Rio-2-Bed-2-Bath-B-Premium-Shared-Furnished.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
