property,plan,roomType,beds,baths,sqFt,minPrice,maxPrice,availability,url,imagePath,pros,cons,dataWarning
Crest at Pearl,Studio C - SMART,0 Bed / 1 Bath,0,1.0,,1029,1029,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/5fd20b8d-b091-498d-8e50-52ca3a4a47fc/675_Studio-C-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Crest at Pearl,Studio D - SMART,0 Bed / 1 Bath,0,1.0,,1029,1029,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/5769402b-18bd-4262-8dba-0cc25a570cdd/675_Studio-D-ORIGINAL-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Crest at Pearl,Studio E - SMART,0 Bed / 1 Bath,0,1.0,,1598,1598,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/41f5c2cc-9af2-4340-b854-01f9b4d9d694/675_Studio-E-ORIGINAL-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Crest at Pearl,1 Bed - 1 Bath A,1 Bed / 1 Bath,1,1.0,,1879,1879,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/f9c259c2-9c2f-41d5-b543-530831793531/675_1-bed-1-bath-A-ORIGINAL-01.png?width=656&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Crest at Pearl,1 Bed - 1 Bath A - SMART,1 Bed / 1 Bath,1,1.0,,1598,1598,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/31d55581-d48a-4a89-b543-197c7cae1094/675_1-bed-1-bath-A-SMART-ORIGINAL-01.png?width=656&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Crest at Pearl,1 Bed - 1 Bath B,1 Bed / 1 Bath,1,1.0,,2099,2099,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/fa7eec7c-bafd-4e9d-b0da-e0a2a0fad4e9/675_1-bed-1-bath-B-ORIGINAL-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Crest at Pearl,1 Bed - 1 Bath C,1 Bed / 1 Bath,1,1.0,,2589,2589,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/b176ff48-2f46-4086-a687-8e2158ac79dd/675_1-Bed-1-Bath-C-ORIGINAL-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Crest at Pearl,1 Bed - 1 Bath D,1 Bed / 1 Bath,1,1.0,,2199,2199,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/423a16a2-07fa-4b10-8d8f-600422a80fe7/675_1-bed-1-bath-D-ORIGINAL-01.png?width=656&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Crest at Pearl,2 Bed - 1 Bath A,2 Bed / 1 Bath,2,1.0,,1319,1319,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/67cde5d6-6d01-4987-a4b8-faacccec71e3/675_2-Bed-1-Bath-A-ORIGINAL-01.png?width=660&height=446&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (2 residents sharing 1 baths),
Crest at Pearl,2 Bed - 1 Bath B,2 Bed / 1 Bath,2,1.0,,1344,1344,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/83d64a49-fc33-48de-ba25-3790c574c99d/675_-2-bed-1-bath-B-ORIGINAL-01.png?width=660&height=446&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (2 residents sharing 1 baths),
Crest at Pearl,2 Bed - 2 Bath A,2 Bed / 2 Bath,2,2.0,,1239,1239,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/e177c0d5-10a9-49f2-89b0-edda285c6a7c/675_2-Bed-2-Bath-A-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath B,2 Bed / 2 Bath,2,2.0,,1159,1159,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/8d7917e8-f4a0-4df2-9112-520465fe15c2/675_2-Bed-2-Bath-B-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath C,2 Bed / 2 Bath,2,2.0,,1149,1169,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/f8f7d892-753f-4b11-8084-c9605cf208f9/675_2-Bed-2-Bath-C-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath D,2 Bed / 2 Bath,2,2.0,,1234,1234,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/fb377891-8285-4f99-85f3-90e3e18695e2/675_2-Bed-2-Bath-D-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath E,2 Bed / 2 Bath,2,2.0,,1069,1079,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/b31ffe61-48ea-4ecc-a271-7586d831d713/675_2-Bed-2-Bath-E-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath F,2 Bed / 2 Bath,2,2.0,,1034,1034,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/0381d64b-e63a-43c7-aa0b-1afc7a78fcfb/675_2-Bed-2-Bath-F-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath G,2 Bed / 2 Bath,2,2.0,,1159,1159,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/e1d5d790-4e99-416e-8124-e995238b07ce/675_2-Bed-2-Bath-G-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,2 Bed - 2 Bath H,2 Bed / 2 Bath,2,2.0,,1099,1099,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/45f6b2fc-eca6-4365-bc8b-64b3fe1554f9/675_2-Bed-2-Bath-H-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,3 Bed - 3 Bath A,3 Bed / 3 Bath,3,3.0,,929,939,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/e4e4a3ce-eeaf-4dab-8f4c-5293bfcf5e1e/675_3-Bed-3-Bath-A-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
Crest at Pearl,3 Bed - 3 Bath B,3 Bed / 3 Bath,3,3.0,,1019,1039,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/66e4db87-adf8-45d6-8403-c7c98aaaa29a/675_3-Bed-3-Bath-B-ORIGINAL-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Crest at Pearl,3 Bed - 3 Bath C,3 Bed / 3 Bath,3,3.0,,944,964,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/4b459b9f-e54a-4db2-9edb-b4139d07b6bf/675_3-bed-3-bath-C-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
Crest at Pearl,4 Bed - 4 Bath A,4 Bed / 4 Bath,4,4.0,,929,949,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/105023b8-27c6-4112-96f0-a07cda0ca3dd/675_4-Bed-4-Bath-A-ORIGINAL-01-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
Crest at Pearl,4 Bed - 4 Bath B,4 Bed / 4 Bath,4,4.0,,834,854,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/49bfdb04-62d0-4e9a-a059-44afe6fdbcd2/675_4-bed-4-bath-B-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
Crest at Pearl,4 Bed - 4 Bath C,4 Bed / 4 Bath,4,4.0,,954,974,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/675,https://www.americancampus.com/getmedia/b7d88c51-810d-4db7-9f19-a3a732909aa8/675_4-Bed-4-Bath-C-ORIGINAL-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
Texan & Vintage,Vintage: Studio SMART,0 Bed / 1 Bath,0,1.0,369,1359,1359,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/69a576d3-59b3-4ce9-b043-1713f0298fec/672_Messina-efficiency-FURNISHED-copy.png?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Texan & Vintage,Texan: 1 Bed - 1 Bath SMART,1 Bed / 1 Bath,1,1.0,535,1702,1702,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/bf59aca8-6008-41f3-bea6-923e8430e3d0/672_1-bd-1-bath-Seton-Furnished-01-copy.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate","Premium pricing tier, Waitlist status (limited immediate spots)",
Texan & Vintage,Texan: 2 Bed - 1 Bath,2 Bed / 1 Bath,2,1.0,808,1249,1249,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/e47cedaf-50ed-4434-814d-f564e5839c51/672_2-Bed-1-Bath-Salado-FURNISHED-copy.png?width=660&height=445&ext=.png,Fully furnished,"Shared bathroom (2 residents sharing 1 baths), Waitlist status (limited immediate spots)",
Texan & Vintage,Texan: 2 Bed - 1 Bath w/Loft,2 Bed / 1 Bath,2,1.0,599,899,1109,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/bf63ed5e-84b4-45ff-b4bb-4c8614b84178/672_1-bd-1-bath-W-LOFT-Seton-SMART-FURNISHED-copy.png?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (2 residents sharing 1 baths),
Texan & Vintage,Texan: 2 Bed - 1 Bath w/Loft SMART,2 Bed / 1 Bath,2,1.0,599,824,1028,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/bf63ed5e-84b4-45ff-b4bb-4c8614b84178/672_1-bd-1-bath-W-LOFT-Seton-SMART-FURNISHED-copy.png?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Affordable SMART housing program rate","Shared bathroom (2 residents sharing 1 baths), Waitlist status (limited immediate spots)",
Texan & Vintage,Texan: 3 Bed - 2 Bath A,3 Bed / 2 Bath,3,2.0,1240,864,989,Available,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/64ffa1eb-5b4f-40cc-8d7b-dde0f406b5a6/672_Furnished-3-Bed-2-Bath-Rio-Grande-01-copy.png?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (3 residents sharing 2 baths),
Texan & Vintage,Texan: 3 Bed - 2 Bath B,3 Bed / 2 Bath,3,2.0,1213,904,1029,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/2ff8a63f-dbc2-48a5-a5dd-13c518bfb5ec/672_3-Bed-2-Bath-San-Pedro-FURNISHED-copy.png?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (3 residents sharing 2 baths),
Texan & Vintage,Texan: 4 Bed - 2 Bath w/Loft,4 Bed / 2 Bath,4,2.0,1368,664,949,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/d738d797-992c-45fd-82b8-43c49616aee9/672-Furnished-3-Bed-2-Bath-Rio-Grande-Furn-Loft-01.png?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (4 residents sharing 2 baths),
Texan & Vintage,Texan: 4 Bed - 4 Bath,4 Bed / 4 Bath,4,4.0,1692,1139,1139,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/1a858313-96e1-4dca-a3b2-0c61b2ccf068/672_Furnished-4-Bed-4-Bath-Guadalupe-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Texan & Vintage,Texan: 4 Bed - 4 Bath w/ Loft,4 Bed / 4 Bath,4,4.0,1893,1219,1219,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/a5ee665a-756d-4b69-9fc0-80aea40d77c2/672_4-Bed-4-Bath-w-Loft.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
Texan & Vintage,Vintage: 1 Bed - 1 Bath A,1 Bed / 1 Bath,1,1.0,524,1759,1759,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/c7ec6b9e-5f3e-4ba4-86f4-cd50839febe4/673_Furnished-1-bed-1-bath-Florence-Furnished-01-copy.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Texan & Vintage,Vintage: 1 Bed - 1 Bath A SMART,1 Bed / 1 Bath,1,1.0,524,1702,1702,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/c7ec6b9e-5f3e-4ba4-86f4-cd50839febe4/673_Furnished-1-bed-1-bath-Florence-Furnished-01-copy.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate","Premium pricing tier, Waitlist status (limited immediate spots)",
Texan & Vintage,Vintage: 1 Bed - 1 Bath B,1 Bed / 1 Bath,1,1.0,529,1729,1729,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/98173143-4053-41dc-8da9-2b229ba417d4/673_1-bed-1-bath-Padova-Furnished-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Texan & Vintage,Vintage: 1 Bed - 1 Bath C,1 Bed / 1 Bath,1,1.0,722,1949,1949,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/22944b9e-0160-4222-b8c6-3484cf1d026a/673_Furnished-1-bed-1-bath-Palermo-01-copy.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished","Premium pricing tier, Waitlist status (limited immediate spots)",
Texan & Vintage,Vintage: 1 Bed - 1 Bath D,1 Bed / 1 Bath,1,1.0,654,1779,1779,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/7b5aedcf-c8db-4a5e-a0f8-7da93ad4dc44/673_Furnished-1-Bed-1-Bath-Genova-Furnished-01-copy.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
Texan & Vintage,Vintage: 1 Bed - 1 Bath E SMART,1 Bed / 1 Bath,1,1.0,466,1427,1427,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/ca7ac062-52d9-49b5-a45c-75766c020f43/673_1-bed-1-bath-Venice-FURNISHED.png?width=2750&height=1855&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
Texan & Vintage,Vintage: 2 Bed - 2 Bath A,2 Bed / 2 Bath,2,2.0,866,1204,1204,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/d2d820c6-2789-428c-999c-23b5ce9169af/673_Furnished-2-Bed-2-Bath-Siena-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Texan & Vintage,Vintage: 2 Bed - 2 Bath B,2 Bed / 2 Bath,2,2.0,907,1214,1214,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/07d23f1b-0d4b-4442-be61-86b7d4892f0a/673_Furnished-2-Bed-2-Bath-Turin-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Texan & Vintage,Vintage: 2 Bed - 2 Bath C,2 Bed / 2 Bath,2,2.0,964,1169,1169,Waitlist,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/ac6838b4-ea29-423c-82c2-0934f6d6c751/673_Furnished-2-Bed-2-Bath-Naples-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
Texan & Vintage,Vintage: 4 Bed - 4 Bath A,4 Bed / 4 Bath,4,4.0,1620,1119,1139,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/752546c9-a673-4a23-90f4-2c2b20be68d5/673_Furnished-4-Bed-4-Bath-Rome-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
Texan & Vintage,Vintage: 4 Bed - 4 Bath B,4 Bed / 4 Bath,4,4.0,1467,1129,1149,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/672,https://www.americancampus.com/getmedia/272ac433-c0eb-41a3-ab9d-5cd7b55806c6/672_Furnished-4-Bed-4-Bath-Milan-01-copy.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,Studio (S1) SMART*,0 Bed / 1 Bath,0,1.0,406,50,50,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5c95b6fd047.71488695510.png,"Maximum privacy (no roommates), Fully furnished, Budget-friendly rent (under $1,000/mo), Affordable SMART housing program rate, Direct lease available",,
The Nine at West Campus,Studio (S2) SMART*,0 Bed / 1 Bath,0,1.0,319,1255,1255,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5c868c11413.66216379373.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Nine at West Campus,1/1 A1 SMART,1 Bed / 1 Bath,1,1.0,567,50,50,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5c9d7b2f0f2.24149230178.png,"Maximum privacy (no roommates), Fully furnished, Budget-friendly rent (under $1,000/mo), Affordable SMART housing program rate, Direct lease available",,
The Nine at West Campus,2/2 B1,2 Bed / 2 Bath,2,2.0,756,1495,1495,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cc58667dc5.82786497369.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,2/2 B2,2 Bed / 2 Bath,2,2.0,925,1365,1365,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cc43364f50.11810579610.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,3/3 C1,3 Bed / 3 Bath,3,3.0,1123,1415,1440,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cc801b64f1.03966927791.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,3/3 C2,3 Bed / 3 Bath,3,3.0,1122,1395,1395,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cce87a4976.89245477815.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,4/2 D4,4 Bed / 2 Bath,4,2.0,1461,1215,1215,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cd1606bfc6.07469590761.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Nine at West Campus,4/3 D5,4 Bed / 3 Bath,4,3.0,1222,1310,1325,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cd78171f52.47368702558.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 3 baths),
The Nine at West Campus,4/4 D1,4 Bed / 4 Bath,4,4.0,1327,1315,1315,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cd4096c509.29171762328.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,4/4 D2,4 Bed / 4 Bath,4,4.0,1382,1300,1300,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cd91dd88b1.65034471936.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,4/4 D3,4 Bed / 4 Bath,4,4.0,1350,1315,1350,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cd578bf550.01114641257.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,5/5 E1,5 Bed / 5 Bath,5,5.0,1577,1275,1275,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cdae8abc53.18293786247.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Nine at West Campus,5/5 E2,5 Bed / 5 Bath,5,5.0,1793,1275,1285,Available,https://theninewestcampus.com/floorplans/,https://theninewestcampus.com/wp-content/uploads/2026/03/5da5cdd7439ed6.47192408562.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Standard at Austin,Soho-Studio,0 Bed / 1 Bath,0,1.0,359-387,1700,1875,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Soho-5.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",,
The Standard at Austin,Allister-1x1,1 Bed / 1 Bath,1,1.0,,2295,2295,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Allister.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Ansley-1x1,1 Bed / 1 Bath,1,1.0,,2395,2395,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Ansley.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Arden Double -1x1 Double,1 Bed / 1 Bath,1,1.0,,1375,1375,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Arden-Double-Occupancy.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",,
The Standard at Austin,Ardmore - 1x1,1 Bed / 1 Bath,1,1.0,,2395,2395,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Ardmore.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Astoria Double -1x1 Double,1 Bed / 1 Bath,1,1.0,,1295,1295,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Astoria-Double-Occupancy.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",,
The Standard at Austin,Avondale-1x1,1 Bed / 1 Bath,1,1.0,,2295,2295,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Avondale-4.jpg,"Maximum privacy (no roommates), Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Berkeley - 2x2,2 Bed / 2 Bath,2,2.0,,1095,1730,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Berkeley.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Standard at Austin,Bexley-2x2,2 Bed / 2 Bath,2,2.0,,2060,2415,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Bexley.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Birch-2x2,2 Bed / 2 Bath,2,2.0,,1850,1850,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Birch.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Bradford-2x2,2 Bed / 2 Bath,2,2.0,,1715,1715,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Bradford.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Bristol Premium-2x2,2 Bed / 2 Bath,2,2.0,,1875,1875,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Bristol-premium.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Brookhaven-2x2,2 Bed / 2 Bath,2,2.0,,1725,1725,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Brookhaven-1.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Camden Premium -3x3,3 Bed / 3 Bath,3,3.0,,1715,1715,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Camden-Premium.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",Premium pricing tier,
The Standard at Austin,Chelsea-3x3,3 Bed / 3 Bath,3,3.0,,1525,1540,Available,https://thestandardaustin.landmark-properties.com/floorplans/,https://thestandardaustin.landmark-properties.com/wp-content/uploads/2026/03/Standard-Austin-Floorplan-Chelsea.jpg,"Private bathroom for every resident, Fully furnished, Direct lease available",,
